"area","bedrooms","bathrooms","age","floors","location","price"
1820,3,1.5,53,1.0,"98003",264000.0
2130,2,2.25,74,1.5,"98116",730000.0
2060,4,2.25,40,2.0,"98034",439000.0
1420,4,1.75,34,1.0,"98031",268500.0
1510,3,1.75,30,1.0,"98045",330000.0
2160,3,2.5,112,1.5,"98122",640000.0
3180,3,2.5,37,2.0,"98074",900000.0
2110,3,2.25,30,2.0,"98038",370000.0
2060,3,2.0,84,1.5,"98144",685000.0
1830,3,1.5,34,1.0,"98053",505000.0
1820,3,1.75,49,1.0,"98022",265000.0
1610,3,2.5,9,2.0,"98055",290000.0
1780,4,2.5,9,2.0,"98038",296000.0
1840,4,2.5,19,2.0,"98178",360000.0
1460,3,1.75,18,1.0,"98168",240500.0
1400,2,2.5,8,2.0,"98126",372500.0
3370,3,2.5,11,2.0,"98045",595000.0
3590,4,3.0,18,2.0,"98023",515000.0
3200,4,2.25,53,2.0,"98040",1220000.0
1670,2,1.75,11,1.0,"98053",507000.0
2420,4,2.0,31,1.0,"98092",399950.0
1430,3,1.75,21,2.0,"98010",185000.0
1440,3,1.75,35,1.0,"98052",460000.0
1450,3,2.25,30,2.0,"98029",435500.0
3550,4,2.75,49,1.0,"98188",469000.0
1270,2,3.0,15,2.0,"98103",531000.0
940,2,1.0,66,1.0,"98177",443500.0
1670,3,2.0,25,1.0,"98042",223000.0
3100,4,3.5,19,2.0,"98028",590000.0
1100,2,2.5,18,3.0,"98103",340000.0
1870,3,2.0,90,1.0,"98199",650000.0
1930,3,2.5,25,2.0,"98029",533600.0
2540,3,2.75,10,2.0,"98074",695000.0
1280,3,1.75,27,1.5,"98031",242000.0
1820,3,2.25,48,1.0,"98125",425000.0
1490,3,2.25,34,2.0,"98052",525000.0
1880,3,2.5,27,2.0,"98029",485000.0
1250,3,1.0,44,1.0,"98045",175000.0
1440,3,2.0,32,1.0,"98092",210000.0
1920,3,2.5,26,2.0,"98031",260000.0
2060,3,2.5,39,1.0,"98116",577000.0
1210,3,1.5,57,1.0,"98002",200000.0
1760,2,1.75,88,1.0,"98117",605000.0
990,3,1.0,68,1.0,"98133",325000.0
960,3,1.0,71,1.0,"98178",289500.0
1660,3,2.5,1,3.0,"98144",559950.0
1900,3,1.75,74,1.0,"98115",1042500.0
1270,3,2.25,45,1.0,"98199",543500.0
3250,4,2.25,32,2.0,"98042",480000.0
960,3,1.0,33,1.0,"98022",218000.0
1330,2,1.75,101,1.0,"98199",565000.0
2080,3,1.75,47,1.0,"98056",426700.0
2690,3,2.5,58,1.0,"98028",650000.0
890,2,1.0,105,1.0,"98105",542000.0
1070,3,1.75,38,1.0,"98052",415000.0
1200,3,1.0,62,1.0,"98002",214000.0
1360,3,1.5,66,2.0,"98188",245000.0
2050,3,2.0,22,1.0,"98003",314500.0
3000,3,1.5,91,2.0,"98116",1120000.0
1300,2,2.0,52,1.0,"98136",378000.0
2250,4,2.5,33,1.0,"98001",305000.0
3740,5,2.75,37,1.0,"98028",595000.0
1660,3,2.5,0,3.0,"98116",729500.0
2360,3,2.5,12,2.0,"98065",430000.0
1760,3,1.75,28,1.0,"98038",240000.0
1680,3,1.75,99,1.5,"98136",545000.0
1320,3,1.75,97,1.0,"98105",530000.0
870,1,1.0,76,1.0,"98198",157000.0
1260,4,1.0,90,1.5,"98146",425000.0
1000,3,1.0,71,1.0,"98166",220000.0
2020,4,1.75,39,1.0,"98077",521000.0
1920,3,1.0,63,1.0,"98118",325000.0
2150,3,2.0,104,1.5,"98126",597500.0
1470,3,2.5,16,2.0,"98065",337000.0
3180,3,2.5,24,2.0,"98052",1000000.0
990,3,1.0,72,1.0,"98105",495000.0
2770,4,3.5,14,2.0,"98052",748000.0
1250,3,1.5,62,1.0,"98004",888000.0
1140,3,1.75,29,1.0,"98045",269900.0
2250,4,2.5,48,1.0,"98027",496500.0
1640,3,2.5,46,2.0,"98155",475000.0
1255,3,1.5,11,3.0,"98125",312000.0
1290,3,1.0,39,1.0,"98072",323000.0
1300,3,1.75,29,1.0,"98059",331000.0
1220,3,1.5,8,3.0,"98133",306000.0
2630,4,2.5,13,3.0,"98117",655000.0
1950,3,1.5,56,1.0,"98003",290000.0
3160,4,3.25,50,2.0,"98105",1250000.0
1550,3,1.75,66,1.0,"98115",460000.0
1700,4,2.5,75,1.0,"98115",435000.0
2510,4,2.75,37,1.0,"98006",664000.0
1800,4,1.75,94,2.0,"98102",865000.0
1800,3,1.75,47,1.0,"98058",385000.0
1870,3,2.25,40,1.0,"98034",497000.0
1010,2,1.0,90,1.0,"98045",280000.0
1120,2,1.5,91,1.0,"98178",188000.0
2090,3,1.0,46,1.0,"98136",478500.0
4370,4,3.5,14,2.0,"98065",1145000.0
1440,3,2.0,34,1.0,"98023",222000.0
2580,4,3.0,31,2.0,"98053",799000.0
3190,4,2.5,9,2.0,"98038",609900.0
2380,4,3.5,20,2.0,"98106",413000.0
1420,4,1.0,85,1.5,"98115",400000.0
2990,5,2.75,1,2.0,"98006",802541.0
2680,3,2.5,25,2.0,"98023",320000.0
2730,4,2.5,9,2.0,"98065",507000.0
1220,3,1.0,69,1.0,"98115",387500.0
1500,3,1.0,48,1.0,"98072",396000.0
1830,3,1.75,57,1.0,"98055",373000.0
4570,5,2.5,50,2.0,"98040",1484900.0
2470,4,2.25,32,2.0,"98058",359900.0
800,2,1.0,88,1.0,"98115",410000.0
2900,4,2.5,23,2.0,"98053",690000.0
1410,3,2.0,30,1.0,"98030",245000.0
2830,5,2.5,36,1.0,"98075",700000.0
1680,4,1.75,38,1.0,"98198",268000.0
1760,3,1.75,36,1.0,"98042",225000.0
2240,4,2.25,39,2.0,"98004",980000.0
1380,2,1.0,110,1.5,"98106",795000.0
820,2,1.0,62,1.0,"98118",195000.0
2180,4,2.0,65,1.0,"98005",480000.0
1400,4,2.0,115,1.0,"98119",485000.0
880,2,1.0,87,1.0,"98188",130000.0
1060,2,1.0,69,1.0,"98198",325000.0
1530,3,1.75,31,1.0,"98034",440000.0
2480,4,1.75,57,1.0,"98155",550000.0
1490,3,1.75,48,1.0,"98059",310000.0
3660,3,2.5,26,2.0,"98022",530000.0
2340,4,2.5,22,2.0,"98031",390000.0
1450,3,1.75,34,1.0,"98001",243000.0
2210,4,2.5,25,2.0,"98074",639000.0
1130,4,1.0,46,1.0,"98003",215000.0
1550,5,1.75,54,1.0,"98011",405000.0
1710,4,1.75,47,1.0,"98032",250000.0
1010,3,1.5,61,1.0,"98155",405500.0
2660,6,2.25,78,2.0,"98125",452000.0
2660,6,2.25,78,2.0,"98125",730000.0
1300,3,2.0,21,1.0,"98010",267000.0
1670,3,2.5,13,2.0,"98038",289950.0
960,2,1.0,104,1.0,"98103",565000.0
4670,4,3.25,27,2.0,"98005",1578000.0
2140,3,2.5,8,2.0,"98052",636000.0
2520,5,3.0,11,1.0,"98178",350000.0
1650,3,1.5,37,1.0,"98058",320000.0
1440,2,1.75,37,1.0,"98198",210000.0
1050,2,1.0,65,1.0,"98126",245000.0
1470,3,1.75,32,1.0,"98059",328000.0
4230,4,2.25,26,2.0,"98077",985000.0
1970,3,1.75,39,1.0,"98055",501000.0
1540,3,2.25,23,2.0,"98045",315000.0
2090,3,2.75,3,2.0,"98019",403000.0
2380,3,2.0,81,2.0,"98155",550000.0
2156,4,2.5,3,2.0,"98030",347500.0
2070,4,2.25,29,2.0,"98058",365000.0
1910,3,1.0,64,1.0,"98117",588000.0
1920,3,1.75,38,1.0,"98006",605000.0
3400,3,3.25,78,2.0,"98105",1300000.0
1400,3,2.0,41,1.0,"98001",233000.0
2210,4,2.5,18,2.0,"98030",360000.0
1170,2,1.75,86,1.0,"98117",459000.0
2100,3,2.0,20,1.0,"98077",740000.0
1160,3,1.0,48,1.0,"98077",305000.0
1500,3,1.0,90,1.0,"98117",395000.0
2940,4,2.5,15,2.0,"98011",560000.0
2010,4,1.75,52,1.0,"98116",650000.0
2170,3,2.5,12,2.0,"98028",449950.0
1430,3,1.5,75,1.0,"98117",517500.0
1510,4,1.5,45,1.0,"98034",435000.0
1150,3,1.0,63,1.0,"98155",329999.0
2150,3,1.75,55,1.0,"98116",950000.0
1370,3,1.0,71,1.0,"98108",447000.0
2380,2,2.5,5,1.0,"98053",699800.0
1370,3,1.75,104,1.0,"98112",850000.0
1600,3,1.75,36,1.0,"98023",316500.0
3750,5,3.5,34,1.0,"98006",942500.0
3950,2,2.25,24,2.0,"98116",1310000.0
2400,4,2.25,51,1.0,"98005",856600.0
2830,5,1.5,97,2.5,"98118",405600.0
2440,4,2.5,19,2.0,"98053",565000.0
1190,3,2.25,7,2.0,"98116",400000.0
1400,3,2.0,18,1.0,"98019",330000.0
2730,4,2.75,10,2.0,"98038",374950.0
2390,3,2.75,32,1.0,"98056",405300.0
2060,3,2.25,31,2.0,"98074",560000.0
2490,4,2.25,54,1.0,"98004",824000.0
1100,3,1.75,31,1.0,"98042",260000.0
2430,4,2.5,50,1.0,"98115",760000.0
3170,3,2.5,20,2.0,"98023",405000.0
2640,4,2.5,28,2.0,"98058",429900.0
1130,3,1.5,54,1.0,"98056",341500.0
1940,5,2.0,58,1.5,"98177",465250.0
1100,2,2.0,103,1.5,"98117",450000.0
1200,3,1.0,60,1.0,"98006",390000.0
2000,3,2.25,52,1.0,"98008",420000.0
1890,3,2.5,13,2.0,"98168",269950.0
1910,4,2.0,105,1.0,"98122",493000.0
2710,4,2.5,17,2.0,"98092",370000.0
4860,5,4.25,110,1.5,"98112",2250000.0
1250,3,1.0,48,1.0,"98059",305000.0
1590,3,1.75,77,1.5,"98034",400000.0
1240,3,1.5,6,2.0,"98133",320000.0
2000,4,1.0,104,2.0,"98103",715000.0
3610,6,2.75,49,1.5,"98008",650000.0
1930,5,1.75,49,1.0,"98023",218000.0
1280,2,1.0,51,1.0,"98117",500000.0
2090,4,2.0,31,1.0,"98027",460000.0
1940,3,1.5,46,1.0,"98003",232500.0
1800,3,2.5,25,2.0,"98106",408200.0
1730,3,1.75,35,1.0,"98052",522000.0
2810,4,2.5,33,2.0,"98074",675000.0
3550,4,3.5,16,1.0,"98006",1355000.0
1330,4,1.0,63,1.5,"98168",249950.0
750,2,1.0,65,1.0,"98168",210000.0
1760,4,1.0,68,1.0,"98133",429950.0
3200,4,2.5,22,2.0,"98053",737500.0
1740,4,2.0,57,1.0,"98033",710000.0
2100,3,2.5,16,2.0,"98065",470000.0
4270,4,3.5,22,1.0,"98077",1100000.0
1340,3,2.0,102,1.5,"98103",650000.0
3190,4,2.5,48,1.0,"98006",1216000.0
1630,3,2.5,28,2.0,"98034",422120.0
2990,5,2.5,8,2.0,"98011",625000.0
1550,4,1.0,61,1.5,"98126",385200.0
1690,3,2.25,26,2.0,"98029",500000.0
1960,4,2.25,26,2.0,"98042",308000.0
2390,3,2.75,38,1.0,"98006",565000.0
2600,3,2.5,11,2.0,"98053",581000.0
1950,3,2.0,16,1.0,"98042",361000.0
1250,3,1.0,51,1.0,"98008",345000.0
1180,2,2.25,7,2.0,"98122",419000.0
1680,3,2.5,11,2.0,"98056",347000.0
2220,4,2.25,26,2.0,"98075",625000.0
4890,4,4.25,16,2.0,"98040",2400000.0
2660,3,3.25,1,2.5,"98010",379000.0
1150,3,1.5,27,2.0,"98029",310000.0
1130,2,2.0,74,1.0,"98030",250000.0
2760,5,2.75,10,2.0,"98059",682000.0
1430,3,2.0,23,1.0,"98022",246500.0
1490,3,1.0,83,1.5,"98092",325000.0
2030,4,2.5,11,2.0,"98031",310950.0
3010,3,2.0,84,2.0,"98199",1100000.0
1810,3,1.0,61,1.0,"98133",287500.0
1810,3,1.0,61,1.0,"98133",431000.0
970,3,1.0,47,1.0,"98118",226000.0
2010,3,1.75,89,1.5,"98103",825000.0
1300,4,1.0,68,1.5,"98168",175000.0
1260,3,1.5,56,1.0,"98008",465750.0
2610,4,2.25,32,2.0,"98075",659000.0
1910,3,1.75,74,1.0,"98115",595000.0
1780,3,2.25,28,2.0,"98058",350000.0
1900,4,2.25,40,1.0,"98023",270000.0
2450,6,2.25,58,1.0,"98008",662500.0
1380,3,1.75,76,1.0,"98001",249900.0
1920,3,1.75,38,1.0,"98023",324500.0
1350,2,1.75,11,1.0,"98053",430000.0
1350,2,1.75,11,1.0,"98053",419950.0
2510,4,1.75,53,1.0,"98032",285000.0
2470,4,2.5,13,2.0,"98092",332000.0
1660,4,1.75,59,1.0,"98168",282000.0
1340,3,1.0,28,1.0,"98133",320000.0
1620,3,1.0,104,1.5,"98006",428750.0
2300,3,2.25,38,2.0,"98022",330000.0
2000,4,3.5,7,3.0,"98177",456500.0
1640,3,2.25,43,1.0,"98059",352000.0
1530,4,2.0,103,1.5,"98105",664000.0
4000,3,1.75,28,1.0,"98011",628000.0
1610,3,1.75,38,1.0,"98052",512000.0
2070,3,2.0,46,1.0,"98023",254000.0
1900,4,2.5,21,2.0,"98029",535800.0
1050,3,1.0,55,1.0,"98038",287653.0
1520,3,2.5,9,2.0,"98136",438000.0
2390,4,1.75,66,1.0,"98028",450000.0
2400,5,2.75,17,2.0,"98092",327000.0
1790,4,2.5,10,2.0,"98059",370500.0
1720,3,2.5,22,2.0,"98038",265000.0
2980,4,2.75,36,1.0,"98056",450000.0
1520,3,1.0,27,1.5,"98027",425000.0
1150,3,1.75,38,1.0,"98042",166600.0
380,1,0.75,52,1.0,"98168",245000.0
910,3,1.0,64,1.0,"98115",565000.0
1650,3,1.75,39,1.0,"98033",539900.0
2480,3,3.5,5,2.0,"98144",910000.0
2050,4,2.5,25,2.0,"98092",280000.0
1420,3,2.25,26,2.0,"98038",275000.0
3460,3,2.5,14,2.0,"98056",467000.0
1500,3,2.5,19,2.0,"98029",457500.0
1320,2,1.0,107,1.0,"98118",381156.0
2180,5,2.5,38,1.0,"98092",289999.0
1830,3,1.75,96,1.0,"98144",642450.0
1620,3,2.25,53,1.0,"98007",469950.0
2920,3,2.0,40,1.0,"98033",795000.0
3300,4,2.5,31,2.0,"98074",785000.0
3060,3,2.25,32,2.0,"98006",860000.0
1530,3,1.0,56,1.0,"98031",147500.0
1910,3,2.0,37,1.0,"98011",390000.0
1020,3,1.0,61,1.0,"98198",229000.0
1150,3,1.0,83,1.0,"98168",185000.0
1260,3,1.5,74,1.0,"98115",414900.0
1920,4,2.0,101,1.0,"98136",200000.0
1800,4,2.25,46,1.0,"98092",225000.0
2040,3,1.75,91,2.0,"98105",720000.0
2200,4,2.5,107,2.0,"98119",930000.0
3200,5,2.5,63,1.0,"98004",1270000.0
2400,5,3.25,87,2.0,"98122",700000.0
1140,2,1.5,10,3.0,"98103",466000.0
1330,3,1.5,39,1.0,"98011",374000.0
1940,3,2.5,21,2.0,"98072",480000.0
3000,3,2.5,20,2.0,"98053",740000.0
1820,4,1.0,92,1.5,"98102",1010000.0
2910,4,2.5,13,2.0,"98042",395000.0
1090,2,1.0,61,1.0,"98106",340000.0
1230,3,2.0,12,2.0,"98106",209000.0
1710,5,2.5,53,1.5,"98007",431650.0
3160,5,2.5,44,1.0,"98040",980000.0
2680,3,2.5,22,2.0,"98077",660000.0
2190,4,2.25,38,2.0,"98033",730000.0
1260,3,1.75,27,1.0,"98042",291500.0
2970,4,3.5,18,2.0,"98040",905000.0
2570,4,2.5,22,1.5,"98077",800000.0
3810,4,3.5,2,1.0,"98056",839900.0
1010,1,1.5,8,2.0,"98126",200000.0
1480,3,2.0,36,1.0,"98058",300000.0
1250,3,1.75,73,1.5,"98115",530000.0
1654,3,2.25,20,2.0,"98038",314950.0
1410,3,1.75,55,1.0,"98031",255000.0
2160,5,2.75,65,1.0,"98144",550000.0
1400,3,1.0,98,1.0,"98136",435000.0
1420,3,1.75,49,1.0,"98002",234000.0
2500,4,2.25,40,1.0,"98052",615000.0
1410,3,2.0,30,1.0,"98001",205000.0
2100,4,1.75,60,1.0,"98106",384000.0
1750,3,2.5,21,2.0,"98055",324000.0
2070,3,1.75,69,1.0,"98115",645000.0
1570,3,3.25,8,2.0,"98107",570000.0
1920,3,2.5,16,2.0,"98031",324000.0
1000,2,1.0,72,1.0,"98106",270000.0
2120,5,1.5,53,1.5,"98058",290000.0
1440,3,2.0,50,1.0,"98198",250000.0
1660,3,1.75,25,2.0,"98014",342000.0
1340,3,1.5,57,1.0,"98188",255000.0
2380,3,2.25,43,1.0,"98040",800000.0
1560,3,1.75,89,1.5,"98126",451000.0
2780,4,2.5,48,1.0,"98033",990000.0
1860,4,2.5,32,1.0,"98031",288400.0
2390,3,1.5,95,2.0,"98118",420000.0
1370,2,2.75,6,2.0,"98133",359000.0
2570,4,3.0,27,1.0,"98058",390000.0
1320,3,2.5,10,2.0,"98118",300000.0
2520,5,2.5,34,1.0,"98034",545000.0
1250,3,1.0,43,1.0,"98010",288349.0
1560,3,2.25,30,1.0,"98092",299900.0
2330,4,2.0,90,1.5,"98117",891000.0
3660,3,2.0,68,1.0,"98117",1200000.0
2790,4,2.5,11,2.0,"98038",378000.0
1060,2,1.0,64,1.0,"98155",299995.0
2020,3,2.5,21,1.0,"98042",253000.0
1580,3,2.25,36,1.0,"98024",350000.0
2020,4,3.0,115,1.5,"98107",565000.0
970,2,1.0,107,1.0,"98118",315000.0
1490,4,3.0,100,1.5,"98136",570000.0
4390,5,3.5,10,2.0,"98125",971000.0
2750,5,2.5,105,1.5,"98112",915000.0
2150,4,1.5,65,1.0,"98166",419000.0
1810,4,1.75,38,1.0,"98023",260000.0
2230,3,3.0,25,2.0,"98004",1321500.0
2430,3,1.0,38,1.0,"98045",369950.0
3680,3,2.5,21,2.0,"98006",1029900.0
1410,5,1.0,86,1.5,"98118",435000.0
1330,3,1.75,57,1.0,"98125",601000.0
1490,3,1.0,52,1.0,"98033",460500.0
2020,3,2.5,15,3.0,"98103",720000.0
3130,4,2.5,19,2.0,"98075",851000.0
2670,4,3.0,99,2.0,"98126",550000.0
1980,4,1.0,95,1.5,"98103",700000.0
2100,3,1.75,52,1.0,"98042",323000.0
1350,3,1.0,71,1.0,"98177",345500.0
2140,4,1.5,56,1.0,"98118",378000.0
2208,4,2.0,98,3.0,"98116",650000.0
1010,3,2.0,33,1.0,"98074",385000.0
970,2,1.0,105,1.0,"98102",425000.0
1520,4,2.0,95,1.5,"98022",210000.0
2740,4,2.5,22,2.0,"98077",630000.0
1570,3,1.75,62,1.0,"98146",335000.0
1320,3,1.0,49,1.0,"98001",196500.0
2550,4,2.75,29,1.0,"98074",582800.0
1560,3,1.75,32,1.0,"98034",440000.0
2360,4,2.25,41,2.0,"98033",752500.0
1330,3,1.75,106,2.0,"98116",532500.0
1070,3,1.0,65,1.0,"98198",265000.0
1510,3,1.25,54,1.0,"98125",397500.0
1710,3,2.5,16,2.0,"98029",524250.0
2790,4,2.75,19,2.0,"98027",765000.0
2620,4,2.5,14,2.0,"98074",648000.0
2970,5,2.5,46,1.0,"98031",469500.0
1050,3,1.75,40,1.0,"98023",237500.0
1280,3,1.0,59,1.0,"98003",216000.0
1030,3,1.0,52,1.0,"98056",427200.0
1900,3,2.25,38,1.0,"98055",280000.0
3070,5,3.0,47,1.0,"98006",718000.0
1760,2,2.75,5,2.0,"98065",420000.0
930,2,1.0,63,1.0,"98117",379000.0
880,2,1.0,73,1.0,"98177",326100.0
1360,3,2.5,12,3.0,"98115",535000.0
2130,4,2.75,23,1.0,"98022",283000.0
1480,3,1.0,75,1.5,"98168",260000.0
1500,4,1.0,64,1.5,"98126",399000.0
1670,3,2.25,28,2.0,"98029",484950.0
2060,4,1.75,55,1.0,"98005",640000.0
2160,4,2.5,63,1.0,"98115",585000.0
2780,4,2.0,60,1.0,"98125",645000.0
1490,3,2.0,27,1.0,"98003",253000.0
740,2,1.0,62,1.0,"98146",178500.0
1860,4,2.5,24,2.0,"98038",291000.0
1590,2,2.75,95,1.5,"98001",199950.0
850,2,1.0,93,1.0,"98105",553500.0
1030,2,1.0,34,1.0,"98038",189950.0
1850,3,2.0,27,1.0,"98001",289000.0
1830,4,2.0,107,2.0,"98105",700000.0
1560,3,2.0,48,1.0,"98058",270000.0
1730,4,1.75,38,1.0,"98023",258000.0
1930,3,2.5,10,2.0,"98125",530000.0
1422,3,2.25,3,2.0,"98092",245000.0
1380,3,2.0,98,1.5,"98117",563000.0
2430,3,2.5,14,2.0,"98065",515000.0
2610,4,2.5,28,2.0,"98023",325000.0
2000,3,2.25,19,2.0,"98024",540000.0
920,2,1.0,66,1.0,"98103",280300.0
1750,4,1.75,89,1.5,"98117",460000.0
2020,3,1.75,34,1.0,"98072",475000.0
2460,4,2.25,58,1.0,"98007",900000.0
1780,4,3.0,51,1.0,"98008",538200.0
1080,2,1.0,93,1.0,"98122",429000.0
1250,3,1.0,35,1.0,"98178",164808.0
1870,4,2.25,38,2.0,"98052",520000.0
1700,3,1.75,38,1.0,"98125",475000.0
1480,4,1.5,73,1.0,"98168",283000.0
1930,4,2.5,15,2.0,"98030",321500.0
3130,4,2.75,22,2.0,"98077",840000.0
1370,3,2.25,23,2.0,"98038",287000.0
960,3,1.75,53,1.0,"98052",375000.0
1260,3,1.75,46,1.0,"98034",349500.0
1480,3,1.5,55,1.0,"98126",446450.0
1930,4,2.5,23,2.0,"98031",315000.0
870,2,1.0,109,1.5,"98144",271310.0
1300,4,1.0,62,1.5,"98133",315000.0
1490,3,1.75,25,1.0,"98030",245000.0
1380,2,1.0,68,1.0,"98199",543115.0
1190,4,2.0,70,1.5,"98117",900000.0
4250,4,4.25,7,2.0,"98144",2450000.0
1920,2,2.0,12,1.0,"98053",554000.0
2080,3,1.75,65,1.0,"98001",249900.0
3220,3,2.5,34,2.0,"98006",768000.0
3680,4,3.0,48,1.0,"98199",980000.0
2070,5,2.5,53,1.0,"98146",395000.0
1480,3,1.75,20,2.0,"98103",415000.0
2000,4,2.5,12,2.0,"98038",380000.0
1560,3,2.5,16,2.0,"98075",566000.0
1600,2,1.0,66,1.0,"98002",218500.0
1940,4,2.5,39,1.0,"98052",550000.0
1540,3,1.75,95,1.0,"98117",512031.0
820,2,1.0,65,1.0,"98055",197500.0
1780,3,2.25,38,1.0,"98033",470000.0
1560,3,1.75,34,1.0,"98053",590000.0
2210,4,2.25,38,1.0,"98011",465000.0
2040,2,1.75,47,1.0,"98027",499000.0
1920,3,2.25,43,1.0,"98006",515000.0
1930,3,1.75,79,1.0,"98105",716500.0
1700,3,2.0,71,1.0,"98199",410000.0
3450,4,3.25,21,2.0,"98136",850000.0
3440,4,3.25,32,2.0,"98033",1050000.0
2380,4,2.5,23,2.0,"98075",648000.0
2400,4,2.25,86,1.5,"98117",620000.0
5670,4,4.5,7,2.0,"98010",935000.0
1140,3,1.0,52,1.0,"98034",379000.0
1670,3,1.75,63,1.0,"98199",699000.0
1910,4,2.25,55,1.0,"98125",528000.0
1560,3,1.75,41,1.0,"98056",425000.0
1500,2,1.75,52,1.0,"98042",249500.0
4475,5,3.25,1,2.0,"98053",1035480.0
2840,4,2.75,54,1.0,"98136",790000.0
1020,3,1.0,46,1.0,"98027",399950.0
1410,3,1.5,62,1.0,"98133",275000.0
1520,3,1.0,103,1.5,"98109",550000.0
730,1,1.0,89,1.0,"98055",140000.0
1190,3,1.0,61,1.0,"98108",250000.0
1410,3,2.25,27,2.0,"98198",318000.0
1240,2,1.0,53,1.0,"98075",505000.0
2500,5,2.5,49,1.0,"98006",470500.0
1050,3,1.0,61,1.5,"98125",360000.0
2680,4,2.75,53,1.0,"98006",1242500.0
2380,3,2.5,51,1.0,"98136",986000.0
1060,2,1.0,109,1.0,"98112",515000.0
2300,3,1.75,76,1.0,"98168",320000.0
2010,4,3.0,64,1.0,"98178",310000.0
1090,2,1.0,73,1.0,"98126",356700.0
2320,4,1.75,59,1.0,"98199",775000.0
1040,3,1.0,64,1.0,"98133",325000.0
1810,4,2.75,53,1.5,"98198",208000.0
1150,2,1.0,107,1.0,"98178",825000.0
2360,3,2.5,25,1.0,"98003",515000.0
1970,3,1.5,86,1.5,"98122",490000.0
2690,4,3.0,61,1.0,"98166",675000.0
2080,4,2.5,53,1.0,"98144",360000.0
2080,4,2.5,53,1.0,"98144",550000.0
1370,3,1.5,53,1.0,"98168",225000.0
3410,3,2.75,48,1.5,"98058",500000.0
1850,4,2.0,46,1.0,"98059",385000.0
3010,5,2.75,21,2.0,"98052",837700.0
1530,3,2.25,12,2.0,"98053",448000.0
2690,5,1.75,63,1.0,"98004",730000.0
2810,4,1.5,61,1.0,"98136",575000.0
1810,3,1.75,39,1.0,"98034",430000.0
1560,3,2.5,13,2.0,"98053",435000.0
1010,3,1.0,42,1.0,"98092",241000.0
1000,2,1.75,91,1.0,"98109",453500.0
990,2,1.5,14,3.0,"98133",285000.0
720,2,1.0,73,1.0,"98056",151000.0
6070,5,4.5,11,2.0,"98059",1570000.0
2270,5,2.0,110,2.0,"98122",631000.0
1380,2,2.5,4,2.0,"98126",285000.0
1260,3,1.0,56,1.0,"98023",195000.0
2910,4,2.5,28,2.0,"98075",817500.0
1810,3,2.0,55,1.0,"98007",550000.0
3160,4,2.5,20,2.0,"98033",1127000.0
1910,2,2.75,13,3.0,"98119",609850.0
1230,3,1.0,68,1.0,"98106",200000.0
2960,4,2.5,9,2.0,"98038",367000.0
2200,3,2.25,27,2.0,"98092",285167.0
1270,2,1.5,68,1.0,"98003",275000.0
2540,4,2.5,23,2.0,"98030",350900.0
3030,4,3.25,27,2.0,"98029",660000.0
1520,3,1.75,58,1.0,"98008",525000.0
1560,4,2.5,18,2.0,"98168",262000.0
970,2,1.0,108,1.0,"98103",690000.0
3570,5,3.75,10,2.0,"98019",624000.0
1350,3,1.0,68,1.0,"98125",353000.0
3710,4,3.5,13,2.0,"98056",552500.0
1430,4,1.0,32,1.5,"98092",224500.0
940,3,1.0,65,1.0,"98146",239000.0
4300,5,4.5,11,2.0,"98029",975000.0
3990,4,1.75,9,2.0,"98059",1200000.0
1380,3,1.0,105,1.5,"98112",505000.0
2020,4,1.75,52,1.0,"98059",302000.0
1480,3,1.0,71,1.0,"98106",170000.0
1190,2,1.0,105,1.0,"98027",195000.0
2550,5,1.5,56,1.0,"98056",272000.0
2550,5,1.5,56,1.0,"98056",369000.0
1500,3,1.5,62,1.0,"98125",332500.0
3000,3,2.5,52,1.0,"98008",515000.0
1690,3,1.0,48,1.0,"98178",269000.0
4390,4,4.0,21,1.0,"98059",1278000.0
1560,3,2.5,30,2.0,"98055",303000.0
2940,7,3.0,38,1.0,"98155",420000.0
1130,3,1.0,74,1.0,"98117",400000.0
1020,3,1.0,28,1.0,"98022",225000.0
1310,2,2.0,11,2.0,"98038",219000.0
2570,3,2.5,26,2.0,"98011",605000.0
2020,4,2.0,73,1.0,"98115",625000.0
1680,5,2.0,109,1.0,"98144",380000.0
1770,4,2.0,53,1.5,"98007",620000.0
3190,4,2.75,21,2.0,"98075",687500.0
1440,4,2.0,53,1.0,"98058",225500.0
1150,3,2.0,59,1.0,"98178",252500.0
1860,3,2.5,21,2.0,"98029",510000.0
2430,4,2.5,12,2.0,"98155",510000.0
1940,3,2.5,109,1.5,"98109",725000.0
880,2,1.0,88,1.0,"98103",492000.0
1930,4,2.5,38,1.0,"98072",425000.0
3120,4,2.75,52,1.0,"98034",1955000.0
1830,3,2.5,21,2.0,"98092",298900.0
3230,4,2.5,28,2.0,"98027",699000.0
700,2,1.0,97,1.0,"98103",310000.0
1010,3,1.75,54,1.0,"98033",350000.0
2460,4,1.75,54,1.0,"98178",790000.0
2230,4,2.5,12,2.0,"98031",305000.0
1570,3,2.5,12,2.0,"98118",315000.0
2390,5,3.5,38,2.0,"98042",267500.0
3460,4,3.25,65,2.0,"98115",1750000.0
2400,6,3.5,28,2.0,"98034",435000.0
2940,6,4.5,49,1.5,"98034",482500.0
1570,3,1.75,56,1.0,"98133",439995.0
1520,3,3.0,48,1.0,"98034",460000.0
